Parque Arqueologico,Elemento arqueológico,Nombre elemento arqueológico,Código ICANH,Descripción,Ubicación actual dentro del parque,Datos historicos,Dimensiones visibles,Técnica de elaboración,Datos bibliograficos
Tierradentro,Arquitectura funeraria,hipogeo,S17,"Tumba con techo, sin columnas, clase A (sin nichos), de cámara escalera - consta de techo y varios escalones de descenso de forma semi helicoidal que comunican directamente con la cámara. Escalera recta, 6 escalones. Techo plano. Sin decoración. Techo inclinado",Alto de segovia,Excavado en el año 1973 por los  arqueólogos Alvaro Chávez y  Mauricio Puerta.,"Profundidad total 2.47 m
Largo total 2.50 m
Ancho total 2.80 m",No presenta ningún tipo de decoración.,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,S18,"Tumba con techo, sin columnas, con tres nichos - está excavado a mayor profundidad y exhibe en los muros entrantes los nichos distribuidos a lo largo del perímetro de la cámara, separados entre sí por pilastras o columnas. Dos pilastras situadas al extremo del arco de entrada de la cámara, que limitan el vestíbulo. La escalera adquiere forma helicoidal o de caracol para responder a la mayor profundidad de la cámara.6 escaleras actuales. Planta oval. Techo cóncavo. Sin decoración. Una cista. Pilastras lisas.",Alto de segovia,No se ha determinado  excatamente el año y responsable de la excavación. Aprentenmente hacia los años 70's,"Profundidad total 2.98 m
Largo total 4.80 m
Ancho total 3.30 m",No presenta ningún tipo de decoración.,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,S19,"Tumba con techo, sin columnas, sin nichos, con escalera, vestíbulo y cámara - el vestíbulo de planta trapezoidal separa la cámara de la escalera. 4 escalones en zigzag. Techo cóncavo. Sin decoración.",Alto de segovia,Excavado en el año 1973 por los  arqueólogos Alvaro Chávez y  Mauricio Puerta.,"Profundidad total 3.05 m
Largo total 2.60 m
Ancho total 3.20 m",No presenta ningún tipo de decoración.,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,S20,"Tumba con techo, con tres columnas y muro sin nichos - tres columnas sueltas, dispuestas a lo largo del perímetro de la elipse y sólo dos pilastras, colocadas de igual manera, adosadas al muro y próximas a la entrada conformando el vestíbulo. Talla de una viga en el techo que circunda la elipse de la bóveda uniendo las vigas y pilastras, que recuerda la estructura de vivienda indígena. 6 escalones, planta oval, techo cóncavo en relieve. Sin decoración.",Alto de segovia,No se ha determinado  excatamente el año y responsable de la excavación. Aprentenmente hacia los años 70's,"Profundidad total 3.65 m
Largo total 4.60 m
Ancho total 8.40 m",Presetan rasgos de pintura roja,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,S21,"Tumba con techo, con tres columnas y muro sin nichos - tres columnas sueltas, dispuestas a lo largo del perímetro de la elipse y sólo dos pilastras, colocadas de igual manera, adosadas al muro y próximas a la entrada conformando el vestíbulo. Talla de una viga en el techo que circunda la elipse de la bóveda uniendo las vigas y pilastras, que recuerda la estructura de vivienda indígena. ocho escalones en espiral. Techo cóncavo, planta de la cámara ovalada. Tres cistas.",Alto de segovia,Excavado en el año 1973 por los  arqueólogos Alvaro Chávez y  Mauricio Puerta.,"Profundidad total 4.54 m
Largo total 4.40 m
Ancho total 6.90 m",No presenta ningún tipo de decoración.,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,S24,"Tumba con techo, sin columnas, sin nichos, con escalera, vestíbulo y cámara - el vestíbulo de planta trapezoidal separa la cámara de la escalera. 9 escalones. Cámara lateral oval, techo cóncavo, pozo cilíndrico.",Alto de segovia,No se ha determinado  excatamente el año y responsable de la excavación. Aprentenmente hacia los años 70's,Profundidad total 2.86 m,No presenta ningún tipo de decoración.,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,S25,"Tumba con techo, sin columnas, con cuatro nichos . Cámara lateral oval. 5 escalones originales.",Alto de segovia,Excavado en el año 1973 por los  arqueólogos Alvaro Chávez y  Mauricio Puerta.,"Profundidad total 3.41 m
Largo total 3.60 m
Ancho total 5.30 m",No presenta ningún tipo de decoración.,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,S26,"Tumba con techo, sin columnas, con cuatro nichos - el vestíbulo tiene una proporción semejante a la de los nichos, quedando completamente diferenciado el espacio entre escaleras y cámara ya que entra a formar parte constitutiva de ésta última. La cámara es notoriamente más amplia que la escalera. 10 escalones originales. Forma de la planta oval, techo cóncavo. 4 cistas.",Alto de segovia,Excavado en el año 1973 por los  arqueólogos Alvaro Chávez y  Mauricio Puerta.,Profundidad total 4.34 m,No presenta ningún tipo de decoración.,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,S30,"Tumba con techo y columnas, con dos nichos, las columnas fueron decoradas con motivos geométricos de colores rojo y negro.",Alto de segovia,Excavado en el año 1992 por el grupo de trabajdores del parque,Profundidad total 3.30 m,El hipogeo esta decorado en las columnas y paredes de la cámara,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,D1,"Tumba con techo, con dos columnas y siete nichos - las dos columnas sueltas son centrales y las perimetrales se distribuyen por el borde de la cámara dando lugar a siete nichos y al vestíbulo. Nueve escalones. Planta oval. Una cista. Siete nichos, dos columnas. Techo cóncavo.",Alto del Duende,Excavado en el año 1943 por el arqueologo Eliecer Silva Celis.,"Profundidad total 4.27 m
Largo total 5.8 m
Ancho total 8.32 m","Todo el hipogeo esta decorado. En la parte superior de los nichos y pilastras. Triángulos y rombos en rojo, blanco y negro pintados sobre Columnas y pilastras.
pañete sobre soporte (toba), el cual es inciso con los motivos geométricos que finalmente serán pintados con tonos rojos y negros. presenta relieves con diseños  caras antropomorfas talladas bajo relieve en las columnas centrales y las pilastras.","Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,D2,"Tumba con techo cóncavo, con tres columnas y muro con siete nichos - Vigas talladas en el techo. Ocho escalones, los cuatro primeros en espiral, los restantes rectos. Planta oval. cinco cistas",Alto del Duende,Excavado en el año 1943 por el arqueologo Eliecer Silva Celis.,"Profundidad total 5.76 m
Largo total 3.43 m
Ancho total 8.16 m",No presenta ningún tipo de decoración.,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,D3,"Tumba con techo, sin columnas, con cuatro nichos - el vestíbulo tiene una proporción semejante a la de los nichos, quedando completamente diferenciado el espacio entre escaleras y cámara ya que entra a formar parte constitutiva de ésta última. La cámara es notoriamente más amplia que la escalera. Siete escalones en espiral. Planta oval. Dos cistas. Techo cóncavo.",Alto del Duende,No se ha determinado  excatamente el año y responsable de la excavación. Aprentenmente hacia los años 70's,Profundidad total 3.71 m,"Se observa pintura  mural en las pilastras y la zona frontal. Huellas de figuras geométricas en negro, rojo y blanco sobre las paredes. Las columnas no tiene decoración.","Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,D4,"Tumba con techo a cuatro aguas, sin columnas, con cinco nichos. nueve escalones en espiral. Planta octogonal. Sin columnas.",Alto del Duende,No se ha determinado  excatamente el año y responsable de la excavación. Aprentenmente hacia los años 70's,"Profundidad total 3.82 m
Largo total 3.53 m
Ancho total 6.22 m","Pintura mural en las paredes con  dibujos geométricos en rojo y negro sobre blanco. La construcción de esta tumba, con techo a cuatro aguas y un relieve que marca la cumbrera, da al conjunto una apariencia muy semejante al interior de una vivienda.","Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,D5,Tumba de fosa simple.,Alto del Duende,No se ha determinado  excatamente el año y responsable de la excavación. Aprentenmente hacia los años 70's,Profundidad total 1.45 m,No presenta ningún tipo de decoración.,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,SA1,"Tumba con techo cóncavo, con dos columnas y muro con nichos - planta de forma elipsoidal, cámara abovedada, dos columnas centrales dispuestas muy cerca de lo largo del perímetro de la elipse y cuatro más perimetrales bordeando la elipse, que dan origen a tres nichos no simétricos y al vestíbulo. Nueve escaleras verticales. Planta oval. Dos cistas.",Alto de San Andrés,Excavado en el año 1937 por el arqueologo Eliecer Silva Celis.,"Profundidad total 3.50 m
Largo total 4.35 m
Ancho total 8.30 m","En la decoración de los nichos laterales llama la atención, además del barroquismo de los temas geométricos , las figuras de monos de pies y con los brazos levantados, pintadas de negro. también son extraordinarias las dos figuras, que enmarcan el nicho central y que están esculpidas y pintadas. En las paredes pintura geométrica en rojo y negro sobre blanco. En las columnas hay huellas de pintura roja y negra sobre blanco. Presenta relieves en las paredes  de dos figuras antropomorfas, talladas a cuerpo entero.","Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,SA2,"Tumba con techo, con dos columnas y muro con nichos - planta de forma elipsoidal, cámara abovedada, dos columnas centrales dispuestas muy cerca de lo largo del perímetro de la elipse y cuatro más perimetrales bordeando la elipse, que dan origen a tres nichos no simétricos y al vestíbulo. Tres escalones en zigzag. Planta oval. Sin cistas. Siete nichos. Techo cóncavo",Alto de San Andrés,No se ha determinado  excatamente el año y responsable de la excavación. Aprentenmente hacia los años 70's,"Profundidad total 5.45 m
Largo total 5.12 m
Ancho total 7.98 m","La doble simetría del monumento y la construcción geométrica del espacio, previo a su realización, es signo que la diferencia del espesor y las columnas, así como su posición con respecto al centro, es simbólica  e intencionada con respecto a la arquitectura del monumento. Al analizar la ubicación de las columnas y hacer un esquema de la repartición de cargas del monumento, se observa con claridad el rombo o diamante dibujado a traves de la estructura. Este diamante es recurrente en las pinturas de los hipogeos de Tierradentro. Pintura mural en las paredes figuras geométricas en negro y rojo sobre blanco.","Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,SA3,"Tumba con techo, con dos columnas y muro con nichos. Cámara abovedada, dos columnas centrales dispuestas muy cerca de lo largo del perímetro de la elipse y cuatro más perimetrales bordeando la elipse, que dan origen a tres nichos no simétricos y al vestíbulo. Seis escalones en espiral. Planta oval. Sin cistas. Siete nichos. Dos columnas. Techo cóncavo",Alto de San Andrés,No se ha determinado  excatamente el año y responsable de la excavación. Aparentenmente hacia los años 70's,"Profundidad total 2.71 m  o  5.49 m
Largo total 5.20 m
Ancho total 8.30 m",Pintura mural en las paredes y columnas figuras geométricas y antropomorfas en negro y rojo sobre blanco.,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,SA4,"Tumba con techo, con dos columnas y muro con siete nichos Trece escalones en espiral. Planta oval. Sin cistas. Techo cóncavo.",Alto de San Andrés,No se ha determinado  excatamente el año y responsable de la excavación. Aparentenmente hacia los años 70's,"Profundidad total 5.16 m o 3.40 m
Largo total 3.00 m
Ancho total 5.88 m","En algunos de los nichos se observan figuras geométricas pintadas en negro sobre blanco.  Encima de las vigas se aprecia una franja vertical de tres líneas negra, roja y negra, que divide el nicho en dos. En ambos lados se aprecian rombos en pintura negra. las pilastra  tienen diseños lineales de color  negro que forman rombos, con un rombo sólido de éste mismo color en el centro.","Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,SA5,"Tumba con techo, con dos columnas y muro con siete nichos, once escalones. Planta oval. Una cista. Techo cóncavo con cornisa que circunda las columnas.",Alto de San Andrés,Excavado en el año 1936 por el arqueologo George Burg.,"Profundidad total 5.24 m
Largo total 5.08 m
Ancho total 6.94 m","Pintura mural en las paredes huellas de pintura roja y negra sobre blanco diseños con figuras geométricas en rojo, negro y blanco. En una de las columnas se aprecia una cara pintada en rojo y negro sobre blanco.","Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,SA6,"Tumba con techo cóncavo, sin columnas, con tres nichos, diez escalones, está excavado a mayor profundidad y exhibe en los muros entrantes los nichos distribuidos a lo largo del perímetro de la cámara, separados entre sí por pilastras. Dos pilastras situadas al extremo del arco de entrada de la cámara, que limitan el vestíbulo. La escalera adquiere forma helicoidal o de caracol",Alto de San Andrés,Excavado en el año 1936 por el arqueologo George Burg.,Profundidad total 3.48 m,Presenta restos de policromía de colores  rojo y negro sobre blanco.,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,SA7,"Tumba con techo cóncavo, sin columnas, con tres nichos, siete escalones, tiene dos pilastras situadas al extremo del arco de entrada de la cámara que limitan el vestíbulo. La escalera adquiere forma helicoidal o de caracol .",Alto de San Andrés,No se ha determinado  excatamente el año y responsable de la excavación. Aparentenmente hacia los años 70's,Profundidad total 2.85 m,"Quedan rastros de figuras geométricas pintadas en rojo y negro sobre fondo blanco, en algunas porciones del techo.","Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,SA8,"Planta oval, techo cóncavo, dos columnas, seis nichos, nueve escalones actuales, una cista y un agujero lateral con escalones que parece ser la iniciación de otro pozo",Alto de San Andrés,No se ha determinado  excatamente el año y responsable de la excavación. Aparentenmente hacia los años 70's,Profundidad total 4.04 m,Quedan restos de decoración en rojo y negro sobre blanco.,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Arquitectura funeraria,hipogeo,A0,"Tumba con techo, sin columnas, sin nichos, con escalera y cámara . Planta de la bóveda de forma oval regular con techo cóncavo. Nueve escalones, los cuatro primeros en espiral y los restantes verticales. Dos cistas. Techo cóncavo.",Alto del Aguacate,Excavado en el año 1973 por los  arqueólogos Alvaro Chávez y  Mauricio Puerta.,"Profundidad total 3.15 m
Largo total 2.80 m
Ancho total 4.30 m",Presenta diseños de medias lunas.  de color rojo y negro y franja de  salamandras o saurio que se distribuyen bajo las lunas,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Escultura,Escultura,No. 474,"Escultura de bulto redondo, de figura antropomorfa de cuerpo entero con rasgos poco definidos. En el frente y sobre la cabeza tocado; ojos almendrados, naríz recta, boca lineal, collar en el cuello, brazos apoyados en el vientre, tapa sexo y pies descubiertos. Parte posterior tocado hasta los hombros.",El Tablón,Siglo VII-XIV (Nachigall),Alto: 209                           Ancho: 92                     Profundo : 65,Escultura  con trabajo de talla en la parte anterior y posterior.,"Chaves Mendoza, Álvaro / Puerta Restrepo, Mauricio. Monumentos arqueológicos de Tierradentro. Bogotá, Banco Popular, 1986.                                                                                 Chaves Mendoza, ÁlvaroEntierros primarios de Tierradentro. Bogotá : Banco de la República, 1980 .
 Langebaek Rueda Carl Henrik .Arqueología de Tierradentro: procesos de cambio social del 1000 a.C. al presente en una región de Colombia.Bogotá : Universidad de los Andes, 1998 .                                                                                                                                                                        Puerta Restrepo, Mauricio.Valores culturales de Tierradentro. Bogotá : Instituto Colombiano de Antropología, 1987"
Tierradentro,Escultura,Escultura,No. 475,"Escultura de bulto redondo, de figura antropomorfa de cuerpo entero con rasgos bien definidos. Enla parte frontal, los ojos y boca redondo, con tocado, collar, brazos en el vientre, con pulseras en las muñecas, tapa sexo y pies descubiertos. Tocado en la parte posterior",El Tablón,Siglo VII-XIV (Nachigall),Alto:187                 Ancho: 86                Profundo : 51,Escultura  con trabajo de talla en la parte anterior y posterior.,"Pérezde Barradas,José. Arqueología y Antropo.Precolo de Tierrad.Instit.Etnol.Nacl.N1.Pág.21.Lám XIII Y XIV.Bogá.1937 . Nachigall. Tierradentro.1955. Ab.32 (lám. XXXIII). Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escult. No.475"
Tierradentro,Escultura,Escultura,No. 476,"Escultura de bulto redondo, de figura antropomorfa de cuerpo entero con rasgos poco definidos. En la parte frontal tocado sobre la cabeza, ojos almendrados, nariz recta, boca circular en el pecho una figura zoomorfa brazos en el vientre, tapa sexo. Parte posterior tocado",El Tablón,Siglo VII-XIV (Nachigall),Alto:160                           Ancho: 66                Profundo : 34,Escultura  poco elaborada: no tiene trabajo de talla en la parte posterior.,"Pérez de Barradas,José. Arqueología y Antropo. Precolombinas de TierraD.Instit.Etnol. Nacl1.LámXV.Pág.21.Bogá.1937.                                                                                                 Nachigall. Tierradentro.1955. Ab.26 Y 27 (lám. XXX). Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escult. No.476"
